Season,Name,Age,Born,Flag,B,T,Ht,Wt,DoB,Yrs,GP,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,WAR,All-Star,HOF
1996,Rich Garcés,25,VE,,R,R,"6' 0""",250,"May 18, 1971",4,37,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1996,Nomar Garciaparra,22,US,,R,R,"6' 0""",165,"Jul 23, 1973",1st,24,21,24,23,0,0,0,1,0,22,0,0,0,0,1,1,1,0.2,No,No
1996,Tom Gordon,28,US,,R,R,"5' 9""",160,"Nov 18, 1967",9,34,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,2.1,No,No
1996,Mike Greenwell,32,US,,L,R,"6' 0""",170,"Jul 18, 1963",12,77,74,77,76,0,0,0,0,0,0,75,1,1,76,0,3,0,0.1,No,No
1996,Ken Grundt,26,US,,L,L,"6' 4""",195,"Aug 26, 1969",1st,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1996,Eric Gunderson,30,US,,R,L,"6' 0""",175,"Mar 29, 1966",6,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1996,Reggie Harris,27,US,,R,R,"6' 1""",180,"Aug 12, 1968",3,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1996,Bill Haselman,30,US,,R,R,"6' 3""",205,"May 25, 1966",6,77,61,77,71,0,69,2,0,0,0,0,0,0,0,2,7,4,0.8,No,No
1996,Scott Hatteberg,26,US,,L,R,"6' 1""",192,"Dec 14, 1969",2,10,3,10,10,0,10,0,0,0,0,0,0,0,0,0,3,0,0,No,No
1996,Dwayne Hosey,29,US,,B,R,"5' 10""",175,"Mar 11, 1967",2,28,19,28,26,0,0,0,0,0,0,7,20,0,26,2,3,4,-0.2,No,No
1996,Joe Hudson,25,US,,R,R,"6' 1""",173,"Sep 29, 1970",2,36,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,No
1996,Reggie Jefferson,27,US,,L,L,"6' 4""",210,"Sep 25, 1968",6,122,97,122,60,0,0,16,0,0,0,45,0,0,45,49,24,0,1.9,No,No
1996,Brent Knackert,26,US,,R,R,"6' 3""",185,"Aug 1, 1969",2,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1996,Kerry Lacy,23,US,,R,R,"6' 2""",195,"Aug 7, 1972",1st,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1996,Mike Maddux,34,US,,L,R,"6' 2""",180,"Aug 27, 1961",11,23,7,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1.1,No,No
1996,Pat Mahomes,25,US,,R,R,"6' 1""",175,"Aug 9, 1970",5,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1996,José Malavé,25,VE,,R,R,"6' 2""",212,"May 31, 1971",1st,41,25,41,38,0,0,0,0,0,0,9,0,29,38,0,8,2,-0.6,No,No
1996,Jeff Manto,31,US,,R,R,"6' 3""",210,"Aug 23, 1964",5,22,13,22,19,0,0,1,4,10,4,0,0,0,0,0,4,0,0.1,No,No
1996,Walt McKeel,24,US,,R,R,"6' 2""",200,"Jan 17, 1972",1st,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1996,Nate Minchey,26,US,,R,R,"6' 8""",225,"Aug 31, 1969",3,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,No
1996,Kevin Mitchell,34,US,,R,R,"5' 10""",186,"Jan 13, 1962",11,27,23,27,21,0,0,0,0,0,0,1,0,21,21,4,4,0,-0.3,No,No
1996,Jamie Moyer,33,US,,L,L,"6' 0""",170,"Nov 18, 1962",10,23,10,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,1.5,No,No
1996,Tim Naehring,29,US,,R,R,"6' 2""",190,"Feb 1, 1967",7,116,113,116,116,0,0,0,1,116,0,0,0,0,0,0,3,0,3.6,No,No
1996,Trot Nixon,22,US,,L,L,"6' 1""",195,"Apr 11, 1974",1st,2,1,2,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,No,No
1996,Troy O'Leary,26,US,,L,L,"6' 0""",175,"Aug 4, 1969",4,149,126,149,146,0,0,0,0,0,0,66,17,110,146,0,18,2,-0.9,No,No
1996,Rudy Pemberton,26,DO,,R,R,"6' 1""",185,"Dec 17, 1969",2,13,11,13,13,0,0,0,0,0,0,1,0,12,13,0,2,0,0.8,No,No
1996,Brad Pennington,27,US,,L,L,"6' 5""",205,"Apr 14, 1969",4,14,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.4,No,No
1996,Greg Pirkl,25,US,,R,R,"6' 5""",225,"Aug 7, 1970",4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,No,No
1996,Arquimedez Pozo,22,DO,,R,R,"5' 10""",160,"Aug 24, 1973",2,21,16,21,20,0,0,0,10,10,0,0,0,0,0,1,1,1,-0.4,No,No
1996,Tony Rodríguez,25,PR,,R,R,"5' 11""",165,"Aug 15, 1970",1st,27,21,27,26,0,0,0,0,5,21,0,0,0,0,0,2,1,0.3,No,No
1996,Bill Selby,26,US,,L,R,"5' 9""",190,"Jun 11, 1970",1st,40,22,40,34,0,0,0,14,14,0,6,0,0,6,1,12,1,-0.3,No,No
1996,Aaron Sele,26,US,,R,R,"6' 5""",205,"Jun 25, 1970",4,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.9,No,No
1996,Heathcliff Slocumb,30,US,,R,R,"6' 3""",180,"Jun 7, 1966",6,75,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,3.1,No,No
1996,Mike Stanley,33,US,,R,R,"6' 1""",185,"Jun 25, 1963",11,121,108,121,105,0,105,0,0,0,0,0,0,0,0,10,13,0,2.5,No,No
1996,Mike Stanton,29,US,,L,L,"6' 1""",190,"Jun 2, 1967",8,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,1.6,No,No
1996,Jeff Suppan,21,US,,R,R,"6' 2""",225,"Jan 2, 1975",2,8,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1996,Jim Tatum,28,US,,R,R,"6' 2""",200,"Oct 9, 1967",4,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.2,No,No
1996,Lee Tinsley,27,US,,B,R,"5' 11""",190,"Mar 4, 1969",4,92,49,92,83,0,0,0,0,0,0,5,78,0,83,1,1,18,-0.6,No,No
1996,John Valentin,29,US,,R,R,"6' 0""",170,"Feb 18, 1967",5,131,129,131,129,0,0,0,0,12,118,0,0,0,0,1,1,1,3.1,No,No
1996,Mo Vaughn,28,US,,L,R,"6' 1""",225,"Dec 15, 1967",6,161,161,161,146,0,0,146,0,0,0,0,0,0,0,15,0,0,5.6,Yes,No
1996,Tim Wakefield,29,US,,R,R,"6' 2""",210,"Aug 2, 1966",4,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,1.2,No,No
1997,Steve Avery,27,US,,L,L,"6' 4""",180,"Apr 14, 1970",8,24,18,2,22,22,0,0,0,0,0,0,0,0,0,0,1,1,-0.9,No,No
1997,Mike Benjamin,31,US,,R,R,"6' 3""",195,"Nov 22, 1965",9,49,28,49,44,1,0,4,5,19,16,0,0,0,0,1,2,9,0.2,No,No
1997,Toby Borland,28,US,,R,R,"6' 6""",186,"May 29, 1969",4,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1997,Darren Bragg,27,US,,L,R,"5' 9""",180,"Sep 7, 1969",4,153,134,153,150,0,0,0,0,1,0,1,118,41,150,0,11,1,3.5,No,No
1997,Mark Brandenburg,26,US,,R,R,"6' 0""",180,"Jul 14, 1970",3,31,0,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1997,Robinson Checo,25,DO,,R,R,"6' 1""",165,"Sep 9, 1971",1st,5,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1997,Michael Coleman,21,US,,R,R,"5' 11""",180,"Aug 16, 1975",1st,8,7,8,7,0,0,0,0,0,0,0,7,0,7,0,0,1,-0.1,No,No
1997,Wil Cordero,25,PR,,R,R,"6' 2""",185,"Oct 3, 1971",6,140,138,140,137,0,0,0,1,0,0,137,0,0,137,2,2,0,2.3,No,No
1997,Jim Corsi,35,US,,R,R,"6' 1""",210,"Sep 9, 1961",8,52,0,2,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0.9,No,No
1997,Vaughn Eshelman,28,US,,L,L,"6' 3""",205,"May 22, 1969",3,21,6,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
1997,Jeff Frye,30,US,,R,R,"5' 9""",180,"Aug 31, 1966",5,127,100,127,111,0,0,1,80,18,3,5,5,3,13,11,9,12,1.9,No,No
1997,Rich Garcés,26,VE,,R,R,"6' 0""",250,"May 18, 1971",5,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1997,Nomar Garciaparra,23,US,,R,R,"6' 0""",165,"Jul 23, 1973",2,153,152,153,153,0,0,0,0,0,153,0,0,0,0,0,0,1,6.6,Yes,No
1997,Tom Gordon,29,US,,R,R,"5' 9""",160,"Nov 18, 1967",10,42,25,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,3.7,No,No
1997,Ken Grundt,27,US,,L,L,"6' 4""",195,"Aug 26, 1969",2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1997,Chris Hammond,31,US,,L,L,"6' 1""",190,"Jan 21, 1966",8,29,8,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,No
1997,Bill Haselman,31,US,,R,R,"6' 3""",205,"May 25, 1966",7,67,60,67,66,0,66,0,0,0,0,0,0,0,0,0,1,0,-0.3,No,No
1997,Scott Hatteberg,27,US,,L,R,"6' 1""",192,"Dec 14, 1969",3,114,94,114,106,0,106,0,0,0,0,0,0,0,0,1,14,0,1,No,No
1997,Butch Henry,28,US,,L,L,"6' 1""",195,"Oct 7, 1968",5,36,5,1,36,36,0,0,0,0,0,0,0,0,0,0,0,0,1.5,No,No
1997,Joe Hudson,26,US,,R,R,"6' 1""",173,"Sep 29, 1970",3,26,0,5,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0.5,No,No
1997,Reggie Jefferson,28,US,,L,L,"6' 4""",210,"Sep 25, 1968",7,136,123,136,12,0,0,12,0,0,0,0,0,0,0,119,12,0,1.1,No,No
1997,Kerry Lacy,24,US,,R,R,"6' 2""",195,"Aug 7, 1972",2,33,0,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,No,No
1997,Derek Lowe,24,US,,R,R,"6' 6""",230,"Jun 1, 1973",1st,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1997,Shane Mack,33,US,,R,R,"6' 0""",185,"Dec 7, 1963",8,60,37,60,45,0,0,0,0,0,0,3,43,0,45,5,12,9,0.8,No,No
1997,Ron Mahay,26,US,,L,L,"6' 2""",200,"Jun 28, 1971",2,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0.8,No,No
1997,Pat Mahomes,26,US,,R,R,"6' 1""",175,"Aug 9, 1970",6,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1997,José Malavé,26,VE,,R,R,"6' 2""",212,"May 31, 1971",2,4,0,4,4,0,0,0,0,0,0,4,0,0,4,0,0,0,-0.1,No,No
1997,Walt McKeel,25,US,,R,R,"6' 2""",200,"Jan 17, 1972",2,5,0,5,5,0,4,1,0,0,0,0,0,0,0,0,1,0,-0.1,No,No
1997,Tim Naehring,30,US,,R,R,"6' 2""",190,"Feb 1, 1967",8,70,68,70,68,0,0,0,0,68,0,0,0,0,0,1,2,0,2.3,No,No
1997,Troy O'Leary,27,US,,L,L,"6' 0""",175,"Aug 4, 1969",5,146,128,146,142,0,0,0,0,0,0,24,0,119,142,1,13,2,2.2,No,No
1997,Rudy Pemberton,27,DO,,R,R,"6' 1""",185,"Dec 17, 1969",3,27,18,27,23,0,0,0,0,0,0,0,0,23,23,0,7,2,-0.1,No,No
1997,Arquimedez Pozo,23,DO,,R,R,"5' 10""",160,"Aug 24, 1973",3,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,-0.1,No,No
1997,Curtis Pride,28,US,,L,R,"6' 0""",205,"Dec 17, 1968",4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,No,No
1997,Brian Rose,21,US,,R,R,"6' 3""",215,"Feb 13, 1976",1st,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1997,Bret Saberhagen,33,US,,R,R,"6' 1""",160,"Apr 11, 1964",13,6,6,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1997,Aaron Sele,27,US,,R,R,"6' 5""",205,"Jun 25, 1970",5,33,33,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0.3,No,No
1997,Heathcliff Slocumb,31,US,,R,R,"6' 3""",180,"Jun 7, 1966",7,49,0,4,49,49,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,No,No
1997,Mike Stanley,34,US,,R,R,"6' 1""",185,"Jun 25, 1963",12,97,61,97,42,0,15,31,0,0,0,0,0,0,0,53,30,0,1.4,No,No
1997,Jeff Suppan,22,US,,R,R,"6' 2""",225,"Jan 2, 1975",3,23,22,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1997,Jesús Tavárez,26,DO,,B,R,"6' 0""",170,"Mar 26, 1971",4,42,18,42,35,0,0,0,0,0,0,4,29,4,35,2,1,10,-0.3,No,No
1997,Ricky Trlicek,28,US,,R,R,"6' 3""",200,"Apr 26, 1969",5,18,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1997,John Valentin,30,US,,R,R,"6' 0""",170,"Feb 18, 1967",6,143,142,143,143,0,0,0,79,64,0,0,0,0,0,0,1,0,4.7,No,No
1997,Jason Varitek,25,US,,B,R,"6' 2""",230,"Apr 11, 1972",1st,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1,No,No
1997,Mo Vaughn,29,US,,L,R,"6' 1""",225,"Dec 15, 1967",7,141,140,141,131,0,0,131,0,0,0,0,0,0,0,9,1,0,3.9,No,No
1997,Tim Wakefield,30,US,,R,R,"6' 2""",210,"Aug 2, 1966",5,35,29,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0,1.9,No,No
1997,John Wasdin,24,US,,R,R,"6' 2""",190,"Aug 5, 1972",3,53,7,3,53,53,0,0,0,0,0,0,0,0,0,0,0,0,1,No,No
1998,Billy Ashley,27,US,,R,R,"6' 7""",220,"Jul 11, 1970",7,13,4,13,4,0,0,2,0,0,0,2,0,0,2,5,6,1,0.2,No,No
1998,Steve Avery,28,US,,L,L,"6' 4""",180,"Apr 14, 1970",9,39,23,6,34,34,0,0,0,0,0,0,0,0,0,0,0,5,0.2,No,No
1998,Brian Barkley,22,US,,L,L,"6' 2""",180,"Dec 8, 1975",1st,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,No,No
1998,Mike Benjamin,32,US,,R,R,"6' 3""",195,"Nov 22, 1965",10,124,100,124,119,0,0,10,87,11,20,0,0,0,0,2,4,7,2,No,No
1998,Darren Bragg,28,US,,L,R,"5' 9""",180,"Sep 7, 1969",5,129,113,129,124,0,0,0,0,0,0,7,12,112,124,4,8,3,2.5,No,No
1998,Damon Buford,28,US,,R,R,"5' 10""",170,"Jun 12, 1970",6,86,52,86,68,0,0,0,1,1,0,0,67,0,67,14,18,11,1.2,No,No
1998,Robinson Checo,26,DO,,R,R,"6' 1""",165,"Sep 9, 1971",2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1998,Jin Ho Cho,22,KR,,R,R,"6' 0""",175,"Aug 16, 1975",1st,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,No,No
1998,Jim Corsi,36,US,,R,R,"6' 1""",210,"Sep 9, 1961",9,59,0,5,59,59,0,0,0,0,0,0,0,0,0,0,0,0,1.5,No,No
1998,Midre Cummings,26,VI,,L,R,"6' 1""",190,"Oct 14, 1971",6,67,28,67,17,0,0,0,0,0,0,0,0,17,17,31,32,4,0.5,No,No
1998,Dennis Eckersley,43,US,,R,R,"6' 2""",190,"Oct 3, 1954",24,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,Yes
1998,Rich Garcés,27,VE,,R,R,"6' 0""",250,"May 18, 1971",6,30,0,3,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0.7,No,No
1998,Nomar Garciaparra,24,US,,R,R,"6' 0""",165,"Jul 23, 1973",3,143,143,143,143,0,0,0,0,0,143,0,0,0,0,0,0,0,7.1,No,No
1998,Tom Gordon,30,US,,R,R,"5' 9""",160,"Nov 18, 1967",11,73,0,6,73,73,0,0,0,0,0,0,0,0,0,0,0,0,2.6,Yes,No
1998,Scott Hatteberg,28,US,,L,R,"6' 1""",192,"Dec 14, 1969",4,112,105,112,108,0,108,0,0,0,0,0,0,0,0,0,5,0,1.9,No,No
1998,Butch Henry,29,US,,L,L,"6' 1""",195,"Oct 7, 1968",6,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,No
1998,Reggie Jefferson,29,US,,L,L,"6' 4""",210,"Sep 25, 1968",8,62,51,62,7,0,0,7,0,0,0,0,0,0,0,48,8,0,1,No,No
1998,Keith Johns,26,US,,R,R,"6' 1""",175,"Jul 19, 1971",1st,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,No,No
1998,Mark Lemke,32,US,,B,R,"5' 10""",167,"Aug 13, 1965",11,31,29,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0.1,No,No
1998,Darren Lewis,30,US,,R,R,"6' 0""",180,"Aug 28, 1967",9,155,151,155,152,0,0,0,0,0,0,4,109,55,152,1,1,3,2.2,No,No
1998,Jim Leyritz,34,US,,R,R,"6' 0""",190,"Dec 27, 1963",9,52,30,52,2,0,1,1,0,0,0,0,0,0,0,39,21,0,0.7,No,No
1998,Derek Lowe,25,US,,R,R,"6' 6""",230,"Jun 1, 1973",2,63,10,2,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0.6,No,No
1998,Ron Mahay,27,US,,L,L,"6' 2""",200,"Jun 28, 1971",3,29,0,6,29,29,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1998,Pedro Martinez,26,DO,,R,R,"5' 11""",170,"Oct 25, 1971",7,33,33,2,33,33,0,0,0,0,0,0,0,0,0,0,0,0,7.1,Yes,Yes
1998,Orlando Merced,31,PR,,B,R,"6' 0""",180,"Nov 2, 1966",9,9,1,9,1,0,0,0,0,0,0,0,0,1,1,1,7,0,-0.2,No,No
1998,Lou Merloni,27,US,,R,R,"5' 10""",188,"Apr 6, 1971",1st,39,25,39,37,0,0,0,32,5,1,0,0,0,0,0,2,0,0.3,No,No
1998,Keith Mitchell,28,US,,R,R,"5' 10""",180,"Aug 6, 1969",4,23,7,23,10,0,0,0,0,0,0,4,0,6,10,10,9,3,-0.2,No,No
1998,Trot Nixon,24,US,,L,L,"6' 1""",195,"Apr 11, 1974",2,13,5,13,7,0,0,0,0,0,0,1,0,6,7,4,7,0,-0.2,No,No
1998,Troy O'Leary,28,US,,L,L,"6' 0""",175,"Aug 4, 1969",6,156,154,156,155,0,0,0,0,0,0,155,0,0,155,0,2,0,1.1,No,No
1998,Carlos Reyes,29,US,,R,R,"6' 1""",190,"Apr 4, 1969",5,24,0,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0.7,No,No
1998,Mandy Romero,30,US,,B,R,"5' 11""",190,"Oct 29, 1967",2,12,2,12,4,0,4,0,0,0,0,0,0,0,0,3,7,0,0.1,No,No
1998,Brian Rose,22,US,,R,R,"6' 3""",215,"Feb 13, 1976",2,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,No,No
1998,Bret Saberhagen,34,US,,R,R,"6' 1""",160,"Apr 11, 1964",14,31,31,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,2.8,No,No
1998,Donnie Sadler,23,US,,R,R,"5' 6""",165,"Jun 17, 1975",1st,58,39,58,51,0,0,0,50,0,4,0,0,0,0,4,1,13,0.2,No,No
1998,Pete Schourek,29,US,,L,L,"6' 5""",195,"May 10, 1969",8,10,8,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.6,No,No
1998,Brian Shouse,29,US,,L,L,"5' 11""",180,"Sep 26, 1968",2,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1998,Chris Snopek,27,US,,R,R,"6' 1""",180,"Sep 20, 1970",4,8,2,8,6,0,0,0,3,3,0,0,0,0,0,2,1,2,-0.1,No,No
1998,Mike Stanley,35,US,,R,R,"6' 1""",185,"Jun 25, 1963",13,47,46,47,13,0,0,13,0,0,0,0,0,0,0,34,1,0,0.8,No,No
1998,Greg Swindell,33,US,,R,L,"6' 2""",225,"Jan 2, 1965",13,29,0,1,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1998,Carlos Valdez,26,DO,,R,R,"5' 11""",165,"Dec 26, 1971",2,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,No
1998,John Valentin,31,US,,R,R,"6' 0""",170,"Feb 18, 1967",7,153,153,153,153,0,0,0,1,153,0,0,0,0,0,0,0,0,4.8,No,No
1998,Jason Varitek,26,US,,B,R,"6' 2""",230,"Apr 11, 1972",2,86,56,86,75,0,75,0,0,0,0,0,0,0,0,3,24,0,0,No,No
1998,Mo Vaughn,30,US,,L,R,"6' 1""",225,"Dec 15, 1967",8,154,154,154,142,0,0,142,0,0,0,0,0,0,0,12,0,0,5.6,Yes,No
1998,Darío Veras,25,DO,,R,R,"6' 2""",165,"Mar 13, 1973",3,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1998,Tim Wakefield,31,US,,R,R,"6' 2""",210,"Aug 2, 1966",6,37,33,2,36,36,0,0,0,0,0,0,0,0,0,0,1,0,1.5,No,No
1998,John Wasdin,25,US,,R,R,"6' 2""",190,"Aug 5, 1972",4,47,8,3,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0.2,No,No
1998,David West,33,US,,L,L,"6' 6""",205,"Sep 1, 1964",10,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1999,Rod Beck,30,US,,R,R,"6' 1""",215,"Aug 3, 1968",9,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.7,No,No
1999,Damon Buford,29,US,,R,R,"5' 10""",170,"Jun 12, 1970",7,91,76,91,84,0,0,0,0,0,0,5,82,0,84,5,9,3,0.9,No,No
1999,Kirk Bullinger,29,US,,R,R,"6' 2""",170,"Oct 28, 1969",2,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1999,Jin Ho Cho,23,KR,,R,R,"6' 0""",175,"Aug 16, 1975",2,9,7,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1999,Michael Coleman,23,US,,R,R,"5' 11""",180,"Aug 16, 1975",2,2,1,2,2,0,0,0,0,0,0,1,1,0,2,0,1,0,-0.1,No,No
1999,Rheal Cormier,32,CA,,L,L,"5' 10""",185,"Apr 23, 1967",8,60,0,6,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0.5,No,No
1999,Jim Corsi,37,US,,R,R,"6' 1""",210,"Sep 9, 1961",10,23,0,3,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1999,Brian Daubach,27,US,,L,R,"6' 1""",201,"Feb 11, 1972",2,110,95,110,64,0,0,61,0,1,0,2,0,0,2,43,12,0,2.1,No,No
1999,Bryce Florie,29,US,,R,R,"6' 0""",185,"May 21, 1970",6,14,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1999,Chad Fonville,28,US,,B,R,"5' 6""",155,"Mar 5, 1971",4,3,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,No,No
1999,Jeff Frye,32,US,,R,R,"5' 9""",180,"Aug 31, 1966",6,41,29,41,35,0,0,0,26,7,2,0,0,0,0,2,2,5,-0.6,No,No
1999,Rich Garcés,28,VE,,R,R,"6' 0""",250,"May 18, 1971",7,30,0,2,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1.7,No,No
1999,Nomar Garciaparra,25,US,,R,R,"6' 0""",165,"Jul 23, 1973",4,135,133,135,134,0,0,0,0,0,134,0,0,0,0,0,1,0,6.6,Yes,No
1999,Tom Gordon,31,US,,R,R,"5' 9""",160,"Nov 18, 1967",12,21,0,2,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No
1999,Kip Gross,34,US,,R,R,"6' 2""",195,"Aug 24, 1964",5,11,1,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,No,No
1999,Creighton Gubanich,27,US,,R,R,"6' 3""",200,"Mar 27, 1972",1st,18,12,18,15,0,14,0,0,1,0,0,0,0,0,2,1,0,0.2,No,No
1999,Mark Guthrie,33,US,,R,L,"6' 4""",192,"Sep 22, 1965",11,46,0,3,46,46,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,No,No
1999,Tim Harikkala,27,US,,R,R,"6' 2""",185,"Jul 15, 1971",3,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,No,No
1999,Scott Hatteberg,29,US,,L,R,"6' 1""",192,"Dec 14, 1969",5,30,24,30,23,0,23,0,0,0,0,0,0,0,0,6,4,0,0.7,No,No
1999,Butch Huskey,27,US,,R,R,"6' 3""",244,"Nov 10, 1971",6,45,27,45,6,0,0,0,0,2,0,2,0,2,4,36,16,0,-0.2,No,No
1999,Reggie Jefferson,30,US,,L,L,"6' 4""",210,"Sep 25, 1968",9,83,51,83,2,0,0,2,0,0,0,0,0,0,0,58,30,0,-0.2,No,No
1999,Darren Lewis,31,US,,R,R,"6' 0""",180,"Aug 28, 1967",10,135,129,135,130,0,0,0,0,0,0,0,88,51,130,2,1,5,1.6,No,No
1999,Steve Lomasney,21,US,,R,R,"6' 0""",185,"Aug 9, 1977",1st,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,No,No
1999,Derek Lowe,26,US,,R,R,"6' 6""",230,"Jun 1, 1973",3,74,0,5,74,74,0,0,0,0,0,0,0,0,0,0,0,0,3.5,No,No
1999,Pedro Martinez,27,DO,,R,R,"5' 11""",170,"Oct 25, 1971",8,31,29,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,9.8,Yes,Yes
1999,Ramón Martínez,31,DO,,L,R,"6' 4""",165,"Mar 22, 1968",12,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0.7,No,No
1999,Kent Mercker,31,US,,L,L,"6' 1""",175,"Feb 1, 1968",11,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,No,No
1999,Lou Merloni,28,US,,R,R,"5' 10""",188,"Apr 6, 1971",2,43,31,43,41,0,0,1,8,9,24,1,0,0,1,3,4,1,0.1,No,No
1999,Trot Nixon,25,US,,L,L,"6' 1""",195,"Apr 11, 1974",3,124,116,124,121,0,0,0,0,0,0,0,0,121,121,0,3,3,2.9,No,No
